Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50ISGQ;;STARS 80 - UNE AUTRE HISTOIRE;"Report du concert prévu le 20 Juin 2020.
Plus de 10 ANS de SUCCÈS et 4 500 000 spectateurs, ÇA SE FÊTE !";"Les artistes emblématiques de STARS 80 annoncent une nouvelle tournée commune.
Un nombre impressionnant de chanteurs de folie seront de la fête pour célébrer cette décennie 80.

Sabrina - Jean-Luc Lahaye - Zouk Machine, Christiane - Emile et Images, Emile, Mario et Jean-Louis - Début de Soirée, William - Joniece Jamison
Patrick Hernandez - Plastic Bertrand - Jean-Pierre Mader - Cookie Dingler - Phil Barney - Alec Mansion - Laroche Valmont

Ce nouveau show gardera son ADN, son énergie positive, joyeuse et festive.
Les talents se produiront avec leurs musiciens, choristes et danseurs.
‘’Une autre histoire !’’ sera une immersion au cœur des moments forts de la décennie 80.
Mise en scène : William Picard et Cheyenne Productions. Chorégraphies : Delphine Attal. Stylisme : Karine Morette

STARS 80 Une autre histoire ! est la promesse d’une nuit de folie.";31/03/2021;31/03/2021;A 20h.;Le 31/03/2021 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Musique;Concert;Rap - reggae - soul - funk;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/party-80-2218.html;;;;;43.598264,1.4092542
FMAMID031V50IV3O;;TIC, TAC ! (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);RÊVER, ÉCOUTER, SE RETROUVER;"Deux œuvres espiègles et malicieuses, où les horloges s’emballent ! L’humour
de Haydn rythme l’une de ses ultimes symphonies. Quant aux horloges de
Ravel, elles servent de cachettes aux amours interdites. Pour sa comédie musicale, le compositeur français rend un bel hommage à une Espagne de fantaisie. À la baguette, Josep Pons conduit ce voyage dans un pays où les belles infidèles jouent des castagnettes…
 
JOSEPH HAYDN
SYMPHONIE N° 101 « L’HORLOGE »
EN RÉ MAJEUR, HOB. I : 101
MAURICE RAVEL
L’HEURE ESPAGNOLE";29/05/2021;29/05/2021;A 20h.;Le 29/05/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50IRN8;;TOULOUSE SECRETE OU LA VILLE MECONNUE;"Visite guidée proposée par l'office de tourisme.  

Vous voulez visiter la ville différemment et sortir des sentiers battus ? Ces visites vont vous surprendre.";"Un guide partage avec vous ses coins secrets et insolites de Toulouse. Détails cachés, petites histoires et trésors insoupçonnés ne demandent qu’à être révélés…

RDV à l'office de tourisme, donjon du Capitole. La réservation est conseillée, les places étant limitées.

MESURES SANITAIRES: 
-Le port du masque est obligatoire
-La visite est limitée à 10 personnes (guide compris) 
-Le guide portera une visière";;;A 14H30 A 15h.;Le 11/06/2020 - A 14H30 Le 28/06/2020 - A 15h.;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.603908;1.44470599;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;;;43.603908,1.44470599
FMAMID031V50ISYM;;TOULOUSE-LAUTREC (SAISON THÉÂTRE DU CAPITOLE);"Création mondiale

Sergio Tomassi Accordéon
Raúl Rodríguez Bey Piano
Ballet du Capitole
Les Etoiles, les Solistes et le Corps de Ballet";"Toulouse-Lautrec, dit Monsieur Cloche-pied, peintre esclave de son petit corps et du regard des autres, consomme, consume et transcende sa vie en croquant celle des gens grâce à des yeux clairvoyants et à un geste virtuose.
Une nouvelle chorégraphie de Kader Belarbi avec les Etoiles, les Solistes et le Corps de Ballet du Capitole. Le rideau se lèvera sur les mélodies et les rythmes de Bruno Coulais, la scénographie de Sylvie Olivé, la lumière de Nicolas Olivier, les costumes d’Olivier Bériot, où le petit grand homme croise des figures légendaires.

Une nouvelle rencontre avec Toulouse-Lautrec à la tonalité d’une fête éternelle.
 

Pour la première fois, plongez dans un spectacle à la fascinante expérience immersive grâce à un casque de réalité virtuelle.
Des séquences vous seront proposées à vivre en immersion avec un casque VR, au milieu des artistes et au coeur de l'action. Ajoutez une dimension innovante à la découverte du spectacle et portez un autre regard sur Toulouse-Lautrec !";;;A 20H00 A 15H00;Du 04/11/2020 au 07/11/2020 - A 20H00 Le 08/11/2020 - A 15H00;;THEATRE DU CAPITOLE;;Place du Capitole;;31000;TOULOUSE;Culturelle, Musique;Concert;Musique classique;Capitole;43.6044292;1.4438121;05 61 63 13 13;;www.theatreducapitole.fr;;De  € à 63,00 €;;;43.6044292,1.4438121
FMAMID031V50IV21;;UN AMÉRICAIN À PARIS – UN FRANÇAIS À NEW YORK (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

JEAN-FRANÇOIS ZYGEL : PIANO ET IMPROVISATION";"Du célébrissime tube de Gershwin Un Américain à Paris et son joyeux
désordre multicolore à la folle énergie rythmique de La Ville de Jean-François Zygel, un voyage allerretour Paris-New York, en compagnie des trois célèbres marins d’On The Town de Bernstein pris dans les volutes répétitives, tournoyantes et hypnotiques de Philip Glass.

GEORGE GERSHWIN - UN AMÉRICAIN À PARIS
LEONARD BERNSTEIN  - ON THE TOWN
PHILIP GLASS - CONCERTO POUR PIANO N° 1
JEAN-FRANÇOIS ZYGEL - LA VILLE";20/02/2021;20/02/2021;A 18h.;Le 20/02/2021 - A 18h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50IV3B;;UN CHANT D’AMOUR (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

KAZUKI YAMADA : DIRECTION
BAIBA SKRIDE : VIOLON";"Les ombres de la pièce de théâtre de Maurice Maeterlinck hantent Pelléas et Mélisande de Schoenberg. Fasciné, comme toute sa génération, par le théâtre lyrique et mystérieux de l’écrivain belge, Schoenberg invente pour l’orchestre une romance crépusculaire. Cette ode aux derniers élans du romantisme se conjugue avec le Concerto pour violon de Korngold, magnifiquement incarné
par la violoniste lettone Baiba Skride. 
 
ERICH WOLFGANG KORNGOLD
CONCERTO POUR VIOLON
EN RÉ MAJEUR, OP. 35
ARNOLD SCHOENBERG
PELLÉAS ET MÉLISANDE,
POÈME SYMPHONIQUE, OP. 5";23/04/2021;23/04/2021;A 20h.;Le 23/04/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V5019VZ;MANIFESTO, UNE SAISON PHOTO A TOULOUSE;MANIFESTO, RENCONTRES PHOTOGRAPHIQUES DE TOULOUSE 18ÈME EDITION;le Festival ManifestO est l’invitation toulousaine à la nouvelle photographie internationale.;"Créé en 2002 par un collectif d’artistes, le Festival ManifestO est l’invitation toulousaine à la photographie contemporaine internationale. Fidèle à sa volonté inaugurale d’intégrer l’art au cœur de l’espace public, le festival prend corps dans un assemblage de conteneurs maritimes installés en bord de Garonne.

Accès aux expositions et aux événements libre et ouvert à toutes et à tous.

Le village de conteneurs accueille plus de 20000 visiteurs durant les 16 jours de festival. Les samedis soirs, la place se transforme en cinéma en plein air pour des soirées de projections réunissant artistes, professionnels, amateurs et grand public. Pour tous, des lectures de portfolios gratuites sont organisées en partenariat avec l’espace St-Cyprien et la Galerie du Château d’Eau. Des médiations et ateliers de découverte des œuvres et de la photographie sont proposés aux scolaires de la maternelle au lycée afin de faire découvrir l’art photographique auprès du jeune public.

Bar, librairie et espace pédagogique font vivre le festival.

Chaque photographe retenu par un jury de professionnels suite à un appel à auteurs, dispose d’un conteneur maritime de 20 pieds afin d’y présenter son travail. 1 000 € de droits de représentation sont attribués à chacun des
lauréats. En 17 ans, nous avons permis à plus de 350 photographes d’exposer à Toulouse, devenant rapidement une véritable porte d’entrée dans le circuit national d’exposition et de professionnalisation. Chaque édition se place sous le parrainage d’un photographe de renom, lequel préside le jury de sélection. Un grand espace d’exposition lui est consacré aux côtés des lauréats. 

Cette année cet honneur revient à Jean-Christian BOURCART.
Les lauréats 2020 sont:
Jean-Pierre ANGÉI, Frédéric BOURCIER,
Patrick COCKPIT, Axelle DE RUSSÉ,
Philippe FOURCADE, Matilda HOLLOWAY,
Nathalie LESCUYER, Laure MAUGEAIS,
Odile MEYLAN, Abdul SABOOR, Éric SUPIOT
et Ugo WOATZI.";;;"De 19h A 23h
 De 11h A 20h 
Samedis soir jusqu'à 23h.";"Le 18/09/2020 - De 19h A 23h
 Du 19/09/2020 au 03/10/2020 - De 11h A 20h 
Samedis soir jusqu'à 23h.";;VILLAGE MANIFESTO;;Place Saint Pierre;;31000;TOULOUSE;Culturelle;Exposition, Festival;Photographie;Esquirol;43.603708;1.435898;;organisation@festival-manifesto.org;www.festival-manifesto.org/fr/programmation-2020/;Oui;;;;43.603708,1.435898
FMAMID031V50C2UD;SAISON THEATRE DU CAPITOLE;"EXPOSITION ""COMEDIES MUSICALES : POUR ENCHANTER LE MONDE""";Exposition d'affiches issues des collections de la Cinémathèque de Toulouse;"Numéros  de danse et de claquettes, décors somptueux, chansons entraînantes, les  comédies musicales ont forgé tout un imaginaire. D'affiche en affiche,  nous vous proposons une déambulation dans l'âge d'or du genre à  Hollywood (les années 1940-1950, avec Gene Kelly, Fred Astaire, Cyd  Charisse...), mais aussi en France (avec les opérettes de Luis Mariano,  les œuvres de Jacques Demy, les expériences ciné-musicales d'Alain  Resnais et Christophe Honoré) et en Europe (avec la première comédie  musicale soviétique, les opérettes allemandes et autrichiennes, les  grandes productions anglaises, le filon des ""musicarelli"" en Italie…).";23/06/2020;29/08/2020;Du mardi au vendredi de 14h à 21h00. Le samedi de 14h30 à 21h. Le dimanche de 15h30 à 18h.;Du 23/06/2020 au 29/08/2020 - Du mardi au vendredi de 14h à 21h00. Le samedi de 14h30 à 21h. Le dimanche de 15h30 à 18h.;;LA CINEMATHEQUE DE TOULOUSE;;69 Rue du Taur;;31000;TOULOUSE;Culturelle;Cinéma;Cinéma;Capitole;43.6070871;1.4421687;05 62 30 30 10;;www.lacinemathequedetoulouse.com;Oui;;;;43.6070871,1.4421687
FMAMID031V5018CW;SAISON THEATRE DU CAPITOLE;TOULOUSE-LAUTREC;"Création mondiale
Toulouse-Lautrec, dit Monsieur Cloche-pied, peintre esclave de son petit corps et du regard des autres consomme, consume et transcende sa vie.";"Grâce à des yeux clairvoyants et un geste virtuose, il croque celle des gens et laisse le fabuleux témoignage de la crudité de la vie et de l’âme humaine. Le rideau se lève sur les mélodies et les rythmes de Bruno Coulais où se croisent des figures légendaires. Une nouvelle rencontre avec Toulouse-Lautrec à la tonalité d’une fête éternelle.

The prisoner of his own deformed body, Toulouse-Lautrec, also known as Monsieur Cloche-Pied due to his club-foot, devours and transcends life through drinking and painting. His perspicacious gaze and virtuoso hand portray his contemporaries with uncompromising clarity, unveiling the depths of the human soul. The curtain rises to Bruno Coulais’s rhythms and melodies, as legendary figures come and go on stage. A new encounter with Toulouse-Lautrec rhyming with eternal revelry.

DISTRIBUTION

Kader Belarbi	Chorégraphie, mise en scène et livret
Bruno Coulais	Musique
Danièle Devynck	Conseillère artistique
Laure Muret	Assistante à la scénographie
Laurence Fanon	Collaboratrice artistique
Sylvie Olivé	Scénographie
Luc Riolon	Images
Olivier Bériot	Costumes
Nicolas Olivier	Lumières
 
Ballet du Capitole";04/11/2020;08/11/2020;;Du 04/11/2020 au 08/11/2020;;THEATRE DU CAPITOLE;;Place du Capitole;;31000;TOULOUSE;Danse;Spectacle;Danse;Capitole;43.6044455;1.4439342;05 61 63 13 13;;;;;;;43.6044455,1.4439342
FMAMID031V5042K1;TANGOPOSTALE;TANGOPOSTALE, FESTIVAL INTERNATIONAL DE TANGO ARGENTIN DE TOULOUSE;Festival international de tango de Toulouse du 2 au 11 juillet 2021.;Le tango et la culture argentine investissent les bords de Garonne et les rues toulousaines. Près de 150 heures de bal, des concerts, des initiations, des stages et de nombreux rendez-vous culturels réuniront danseurs et spectateurs autour de cet univers envoûtant !;02/07/2021;11/07/2021;;Du 02/07/2021 au 11/07/2021;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle, Danse, Musique;Animations, Festival;Danse, Musique du monde;;43.6046256;1.444205;;contact@tangopostale.com;www.tangopostale.com;;;;;43.6046256,1.444205
FMAMID031V5066II;TOULOUSE D'ETE, TOULOUSE PLAGES, PAUSE MUSICALE;WATERUGBY SUD DE FRANCE : TOURNOI DE RUGBY SUR LA GARONNE 2ÈME EDITION;"Suite au succès de l'édition Hiver, Yann Delaigue et son associé Stéphane Rouault ont décidé de décliner ce tournoi unique au monde qui réunit les anciens internationaux français et étrangers dans une ambiance festive et sportive.

3 jours de rugby et de festivités ouvert à tous, petits et grands.";"Rejoints dans l'aventure par Francis Ntamack et Cédric Desbrosse, ils ont crée un nouveau concept unique : Le WateRugby !

LE CONCEPT :
?**Un terrain flottant de 40m de long et 35m de large monté sur l’eau à environ 8m du bord, recouvert de pelouse synthétique afin d’accélérer le jeu.
**Plusieurs tournois ouverts à tous les publics. En tout 70 matchs durant le week-end !
**Point d’orgue du week-end : le Tournoi des Internationaux. 30 Stars du Rugby mondial coachent et jouent dans 6 équipes complétées par des joueurs amateurs qui ont ainsi la chance unique de jouer avec ceux qu’ils ont encouragé durant de nombreuses années.
**5 matchs par jour : plus d'une heure de spectacle avec des gestes spectaculaires et extraordinaires ! Pas d’en but, pas de touche : l’eau comme seule limite. Il faut plonger pour marquer !!!";11/09/2020;13/09/2020;;Du 11/09/2020 au 13/09/2020;;QUAI DE LA DAURADE;;;;31000;TOULOUSE;Insolite, Sports et loisirs;Animations, Sport;Sports nautiques;Esquirol;43.6046256;1.444205;;;www.waterugby.com;Oui;;;;43.6046256,1.444205
FMAMID031V50IRNV;;AU COEUR DU QUARTIER SAINT ETIENNE;"Visite guidée proposée par l'office de tourisme. 

Vous êtes à Toulouse pour quelques jours et vous souhaitez découvrir l’essentiel de la ville rose en une seule visite guidée : c’est par ici !";"Visitez la cathédrale et son quartier au charme discret. Ce parcours loin de l’agitation urbaine, est jalonné de ruelles, de placettes et d’hôtels parlementaires à ne pas manquer. 

RDV à l'office de tourisme, donjon du Capitole. La réservation est conseillée, les places étant limitées.

MESURES SANITAIRES: 
-Le port du masque est obligatoire
-La visite est limitée à 10 personnes (guide compris) 
-Le guide portera une visière";;;A 14h30 A 14h30 A 14h30;Le 12/06/2020 - A 14h30 Le 19/06/2020 - A 14h30 Le 26/06/2020 - A 14h30;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.6046256;1.444205;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;www.toulouse-tourisme.com/visites-guidees;;De 10,00 € à 12,00 €;7,00 €;;43.6046256,1.444205
FMAMID031V50ISXH;;BACH JEAN-SEBASTIEN SUITES ET DANSES  (MUSIQUE EN DIALOGUE AUX CARMÉLITES);"Maitane Sebastián, violoncelle
Laure Thouault, chorégraphie et danse
Fanny Léon, Joss Thao, danse Hip Hop";"En la ravissante Chapelle des Carmélites, joyau du patrimoine toulousain, trois des plus riches époques de la musique -baroque, classique, romantique- sont déclinées à travers le portrait de leurs grands représentants réunis ici par la lettre B.

Au-delà de ce lien alphabétique, le point commun entre ces concerts est le choix des textes, partie intégrante de la vie des compositeurs : la correspondance de la famille Bach, le testament d’Heiligenstadt de Beethoven, les mémoires et lettres de Berlioz. Ce ne sont pas des illustrations littéraires mais bien des pages de l’existence de ces musiciens où les notes mariées aux mots donnent un sens particulier à cette édition qui offre trois créations et un succès déjà reconnu.

Et, pour la première fois ici, un spectacle où le langage n’est pas vocal mais corporel, où les danseurs dialoguent avec le violoncelle, le Hip Hop en harmonie avec les Suites de Bach, danses brillantes et intenses.

Si vous partiez sur une île déserte quelle musique emporteriez-vous ? Les Suites pour violoncelle seul de Bach répondent
de nombreuses personnes !
Et vous pourriez vous recueillir, rêver, philosopher et même
danser à votre gré sur ces pièces universelles et intemporelles,
sarabandes, menuets, gigues, bourrées ou gavottes...
En cette fin de juillet nous vous invitons à partager notre île avec
l’émouvante musicienne basque Maitane Sebastian et des danseurs de Hip Hop. Pour la première fois à Musique en Dialogue
aux Carmélites la musique dialogue non pas avec la voix parlée
mais avec le langage corporel, le corps des danseurs en harmonie avec le violoncelle sur ces danses brillantes et intenses.


MUSIQUE
Jean-Sébastien Bach (1685-1750)
Suites pour violoncelle seul
Suite N° 1 en sol majeur BWV 1007 (1720)
Suite N°3 en do majeur 1009 (1722)
Entracte
Suite N° 5 en do mineur BWV 1011 (1724)

Buvette à l’entracte pour goûter sur place.";27/09/2020;27/09/2020;A 16H00;Le 27/09/2020 - A 16H00;;CHAPELLE DES CARMELITES;;1 Rue du Périgord;;31000;TOULOUSE;Musique;Concert, Spectacle;Musique classique;Jeanne d'Arc / Capitole;43.6075064;1.44326425;05 62 72 23 35 Renseignements 05 61 99 44 00 Haute Garonne Tourisme;;musiquendialogue.festik.net;;De  € à 24,00 €;De  € à 15,00 €  -  De  € à 0,00 €;;43.6075064,1.44326425
FMAMID031V50IPYV;;DADJU;"Report du concert initialement prévue le 17 mars 2020 au Zénith Toulouse Métropole.

Les billets restent valables pour cette nouvelle date.";"Les personnes ne pouvant se rendre au concert reporté, sont invitées à se rapprocher de leur point de vente avant lundi 8 juin 2020 pour un remboursement.

Le premier album de Dadju «Gentleman 2.0», est certifié disque de Diamant en moins d’un an, et est l’un des albums les plus vendus en 2018, avec plus de 650 000 exemplaires écoulés.

Après une Cigale, un Olympia, un Zénith de Paris, un AccorHotels Arena et une tournée des Zénith sold out...
Dadju présente « Compliqué », premier extrait de son nouvel album événement, et vous donne rendez-vous pour une tournée qui s’annonce déjà exceptionnelle à partir du 7 mars 2020 !";02/10/2020;02/10/2020;A 20h.;Le 02/10/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/dadju-2195.html;;;;;43.598264,1.4092542
